"TableName","SeriesCode","LineNumber","LineDescription","METRIC_NAME","CL_UNIT","UNIT_MULT","year","value"
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2000,705840
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2001,733197
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2002,751496
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2003,779283
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2004,829240
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2005,873347
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2006,922538
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2007,961410
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2008,988358
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2009,964272
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2010,983747
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2011,916651
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2012,950526
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2013,1104286
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2014,1153553
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2015,1204749
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2016,1238836
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2017,1298929
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2018,1361584
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2019,1424582
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2020,1450006
"T20100","A061RC","25","Less: Contributions for government social insurance, domestic","Current Dollars","Level","6",2021,1540798
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2000,1236329
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2001,1239047
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2002,1052178
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2003,1003538
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2004,1048745
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2005,1212456
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2006,1356963
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2007,1492489
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2008,1507501
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2009,1152378
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2010,1237620
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2011,1453691
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2012,1509514
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2013,1676371
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2014,1784578
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2015,1939948
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2016,1958225
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2017,2048624
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2018,2074918
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2019,2198403
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2020,2236376
"T20100","W055RC","26","Less: Personal current taxes","Current Dollars","Level","6",2021,2661698
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2000,7419590
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2001,7773763
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2002,8108766
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2003,8494979
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2004,8995518
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2005,9392473
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2006,10027737
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2007,10528869
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2008,10970057
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2009,10928034
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2010,11356896
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2011,11885600
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2012,12504825
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2013,12517264
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2014,13191991
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2015,13745280
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2016,14138669
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2017,14791216
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2018,15608879
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2019,16388591
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2020,17595931
"T20100","A067RC","27","Equals: Disposable personal income","Current Dollars","Level","6",2021,18633117
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2000,7068147
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2001,7390940
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2002,7646275
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2003,8038323
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2004,8550079
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2005,9124471
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2006,9669084
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2007,10176205
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2008,10466706
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2009,10288366
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2010,10647583
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2011,11079596
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2012,11431755
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2013,11751291
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2014,12261081
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2015,12710412
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2016,13150831
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2017,13717454
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2018,14428578
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2019,14941961
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2020,14603592
"T20100","A068RC","28","Less: Personal outlays","Current Dollars","Level","6",2021,16389752
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2000,6767179
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2001,7073801
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2002,7348941
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2003,7740749
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2004,8231960
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2005,8769066
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2006,9277236
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2007,9746594
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2008,10050083
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2009,9891218
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2010,10260256
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2011,10698857
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2012,11047363
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2013,11363528
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2014,11847725
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2015,12263476
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2016,12693266
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2017,13233609
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2018,13904979
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2019,14392721
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2020,14116166
"T20100","DPCERC","29","Personal consumption expenditures","Current Dollars","Level","6",2021,15902575
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2000,217745
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2001,225645
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2002,200588
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2003,196480
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2004,207268
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2005,237307
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2006,266919
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2007,291243
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2008,271998
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2009,252838
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2010,242333
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2011,229945
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2012,229605
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2013,229501
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2014,243729
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2015,263485
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2016,272765
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2017,290384
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2018,320164
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2019,339510
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2020,284245
"T20100","B069RC","30","Personal interest payments","Current Dollars","Level","6",2021,274420
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2000,83222
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2001,91494
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2002,96746
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2003,101094
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2004,110851
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2005,118098
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2006,124929
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2007,138369
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2008,144624
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2009,144310
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2010,144994
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2011,150794
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2012,154787
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2013,158262
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2014,169627
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2015,183451
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2016,184801
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2017,193462
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2018,203435
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2019,209730
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2020,203182
"T20100","W211RC","31","Personal current transfer payments","Current Dollars","Level","6",2021,212756
"T20100","W062RC","32","To government","Current Dollars","Level","6",2000,48750
"T20100","W062RC","32","To government","Current Dollars","Level","6",2001,52921
"T20100","W062RC","32","To government","Current Dollars","Level","6",2002,56380
"T20100","W062RC","32","To government","Current Dollars","Level","6",2003,60509
"T20100","W062RC","32","To government","Current Dollars","Level","6",2004,66899
"T20100","W062RC","32","To government","Current Dollars","Level","6",2005,71625
"T20100","W062RC","32","To government","Current Dollars","Level","6",2006,75286
"T20100","W062RC","32","To government","Current Dollars","Level","6",2007,79178
"T20100","W062RC","32","To government","Current Dollars","Level","6",2008,80971
"T20100","W062RC","32","To government","Current Dollars","Level","6",2009,80057
"T20100","W062RC","32","To government","Current Dollars","Level","6",2010,79404
"T20100","W062RC","32","To government","Current Dollars","Level","6",2011,82170
"T20100","W062RC","32","To government","Current Dollars","Level","6",2012,86300
"T20100","W062RC","32","To government","Current Dollars","Level","6",2013,87461
"T20100","W062RC","32","To government","Current Dollars","Level","6",2014,93356
"T20100","W062RC","32","To government","Current Dollars","Level","6",2015,100916
"T20100","W062RC","32","To government","Current Dollars","Level","6",2016,103376
"T20100","W062RC","32","To government","Current Dollars","Level","6",2017,106778
"T20100","W062RC","32","To government","Current Dollars","Level","6",2018,113089
"T20100","W062RC","32","To government","Current Dollars","Level","6",2019,116696
"T20100","W062RC","32","To government","Current Dollars","Level","6",2020,108074
"T20100","W062RC","32","To government","Current Dollars","Level","6",2021,110325
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2000,34472
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2001,38573
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2002,40366
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2003,40585
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2004,43952
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2005,46473
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2006,49643
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2007,59191
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2008,63654
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2009,64253
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2010,65590
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2011,68624
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2012,68487
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2013,70801
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2014,76271
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2015,82535
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2016,81424
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2017,86683
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2018,90346
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2019,93033
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2020,95108
"T20100","B070RC","33","To the rest of the world (net)","Current Dollars","Level","6",2021,102432
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2000,351443
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2001,382823
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2002,462491
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2003,456656
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2004,445439
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2005,268003
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2006,358653
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2007,352664
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2008,503351
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2009,639667
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2010,709313
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2011,806004
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2012,1073070
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2013,765973
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2014,930910
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2015,1034868
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2016,987837
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2017,1073761
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2018,1180301
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2019,1446630
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2020,2992338
"T20100","A071RC","34","Equals: Personal saving","Current Dollars","Level","6",2021,2243366
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2000,4.7
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2001,4.9
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2002,5.7
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2003,5.4
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2004,5
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2005,2.9
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2006,3.6
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2007,3.3
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2008,4.6
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2009,5.9
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2010,6.2
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2011,6.8
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2012,8.6
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2013,6.1
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2014,7.1
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2015,7.5
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2016,7
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2017,7.3
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2018,7.6
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2019,8.8
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2020,17
"T20100","A072RC","35","Personal saving as a percentage of disposable personal income","Ratio","Level","0",2021,12
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2000,9692110
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2001,9817466
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2002,9759001
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2003,9892599
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2004,10211664
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2005,10461122
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2006,10938875
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2007,11235437
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2008,11155466
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2009,10560720
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2010,10725521
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2011,11185348
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2012,11651322
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2013,11612069
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2014,12086134
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2015,12607044
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2016,12789322
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2017,13185932
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2018,13577933
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2019,14046900
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2020,14036806
"T20100","W875RX","36","Personal income excluding current transfer receipts, billions of chained (2012) dollars","Chained Dollars","Level","6",2021,14424311
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2000,9501281
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2001,9759154
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2002,10047766
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2003,10309743
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2004,10652787
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2005,10811377
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2006,11226463
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2007,11492607
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2008,11630007
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2009,11617855
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2010,11861360
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2011,12107216
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2012,12504825
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2013,12350033
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2014,12821862
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2015,13329980
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2016,13575506
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2017,13946926
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2018,14410371
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2019,14907794
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2020,15831568
"T20100","A067RX","37","Total, billions of chained (2012) dollars","Chained Dollars","Level","6",2021,16115728
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2000,26274
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2001,27255
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2002,28160
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2003,29230
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2004,30674
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2005,31732
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2006,33558
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2007,34899
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2008,36021
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2009,35568
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2010,36654
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2011,38059
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2012,39732
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2013,39474
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2014,41276
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2015,42672
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2016,43556
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2017,45252
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2018,47473
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2019,49585
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2020,53034
"T20100","A229RC","38","Current dollars","Ratio","Level","0",2021,56065
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2000,33645
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2001,34216
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2002,34894
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2003,35474
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2004,36325
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2005,36526
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2006,37570
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2007,38093
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2008,38188
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2009,37814
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2010,38282
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2011,38769
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2012,39732
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2013,38947
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2014,40118
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2015,41383
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2016,41821
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2017,42669
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2018,43828
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2019,45105
